DATE,REF,DETAIL,NET,TC,VAT,SUPPLIER,NOMINAL,DEPARTMENT
7/10/2025,1104,HOSPITALITY SERVICES,108,T3,19.44,SUPPLIER 76,Miscellaneous Expenses,RESTAURANT
6/6/2025,1105,CLEANING MATERIAL,88,T3,15.84,SUPPLIER 6,Cleaning,HOUSEKEEPING
6/6/2025,1105,PAPER ROLLS/SOAP,160,T3,28.8,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
6/13/2025,1106,FRESHENER/PAPER ROLLS/SOAP/TPA,170,T3,30.6,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
6/13/2025,1106,CLEANING MATERIAL,330,T3,59.4,SUPPLIER 6,Cleaning,HOUSEKEEPING
6/20/2025,1107,SOAP,42,T3,7.56,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
6/20/2025,1107,CLEANING MATERIAL,360,T3,64.8,SUPPLIER 6,Cleaning,HOUSEKEEPING
6/20/2025,1108,CHLORINE,237.3,T3,42.71,SUPPLIER 6,Cleaning,HOUSEKEEPING
6/26/2025,1109,SOAP/PAPER ROLLS,102,T3,18.36,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
6/26/2025,1109,CLEANING MATERIAL,127,T3,22.86,SUPPLIER 6,Cleaning,HOUSEKEEPING
7/4/2025,1110,SOAP/TPAPER,62,T3,11.16,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
7/4/2025,1110,CLEANING MATERIAL,555,T3,99.9,SUPPLIER 6,Cleaning,HOUSEKEEPING
6/11/2025,1111,FOOD,340.1,T0,0,SUPPLIER 53,Materials Purchased,KITCHEN
6/11/2025,1112,FOOD,19.6,T0,0,SUPPLIER 53,Materials Purchased,KITCHEN
6/18/2025,1113,FOOD,210.9,T0,0,SUPPLIER 53,Materials Purchased,KITCHEN
6/25/2025,1114,FOOD,136.5,T0,0,SUPPLIER 53,Materials Purchased,KITCHEN
7/3/2025,1115,FOOD,197.24,T0,0,SUPPLIER 53,Materials Purchased,KITCHEN
6/2/2025,1116,BREAD,57.11,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/3/2025,1117,BREAD,25.8,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/4/2025,1118,BREAD,11.76,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/5/2025,1119,BREAD,26.01,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/7/2025,1120,BREAD,68.66,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/9/2025,1121,BREAD,26.76,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/10/2025,1122,BREAD,82.07,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/11/2025,1123,BREAD,35.28,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/12/2025,1124,BREAD,37.05,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/13/2025,1125,BREAD,12.6,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/14/2025,1126,BREAD,39.36,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/17/2025,1127,BREAD,42.86,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/18/2025,1128,BREAD,24,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/20/2025,1129,BREAD,27.6,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/21/2025,1130,BREAD,168.87,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/24/2025,1131,BREAD,69.51,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/25/2025,1132,BREAD,25.2,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/26/2025,1133,BREAD,65.42,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/27/2025,1134,BREAD,279,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/28/2025,1135,BREAD,29.25,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/30/2025,1136,BREAD,36.12,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/25/2025,1137,BEVERAGE,328.8,T1,59.18,SUPPLIER 30,Materials Purchased,BAR
6/25/2025,1137,DEPOSIT,21,T9,0,SUPPLIER 30,Deposits,BAR
6/5/2025,1138,BOWLS,177.15,T3,31.89,SUPPLIER 72,Miscellaneous Expenses,KITCHEN
6/6/2025,1139,APRONS,150,T3,27,SUPPLIER 72,Miscellaneous Expenses,KITCHEN
6/18/2025,1140,GRIDDLE ACCESSORIES,108.02,T3,19.44,SUPPLIER 72,Miscellaneous Expenses,KITCHEN
6/26/2025,1141,MOPS,24.07,T3,4.33,SUPPLIER 72,Cleaning,HOUSEKEEPING
7/2/2025,1142,CLOTH,100.38,T3,18.07,SUPPLIER 72,Cleaning,HOUSEKEEPING
6/11/2025,1143,ICECREAM,76.24,T2,3.81,SUPPLIER 49,Materials Purchased,KITCHEN
6/4/2025,1144,FOOD,200.75,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
6/4/2025,1144,COFFEE,90,T0,0,SUPPLIER 70,Materials Purchased,HOUSEKEEPING
6/6/2025,1145,FOOD,45.2,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
6/11/2025,1146,COFFEE,120,T0,0,SUPPLIER 70,Materials Purchased,HOUSEKEEPING
6/11/2025,1146,FOOD,107.2,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
6/13/2025,1147,FOOD,22,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
6/18/2025,1148,TEA,108,T0,0,SUPPLIER 70,Materials Purchased,HOUSEKEEPING
6/18/2025,1148,FOOD,156.6,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
6/18/2025,1148,MATCHES,4.5,T3,0.81,SUPPLIER 70,Miscellaneous Expenses,KITCHEN
7/2/2025,1149,FOOD,256.5,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
7/2/2025,1149,COFFEE,90,T0,0,SUPPLIER 70,Materials Purchased,HOUSEKEEPING
6/9/2025,1150,TABLEMAT,17.5,T3,3.15,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
6/10/2025,1151,BAMBOO PICK,11.2,T3,2.02,SUPPLIER 24,Miscellaneous Expenses,KITCHEN
6/10/2025,1151,TOWELS,55.95,T3,10.07,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
6/10/2025,1151,TABLEMAT,17.5,T3,3.15,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
6/10/2025,1151,BAGS,200.5,T3,36.09,SUPPLIER 24,Miscellaneous Expenses,HOUSEKEEPING
6/13/2025,1152,HEAT,55,T3,9.9,SUPPLIER 24,Miscellaneous Expenses,KITCHEN
6/19/2025,1153,CUPS/STRAWS,275,T3,49.5,SUPPLIER 24,Miscellaneous Expenses,BAR
6/19/2025,1154,CLING FILM,82.2,T3,14.8,SUPPLIER 24,Miscellaneous Expenses,KITCHEN
6/26/2025,1155,BAGS,200.5,T3,36.09,SUPPLIER 24,Miscellaneous Expenses,HOUSEKEEPING
6/26/2025,1156,CASH ROLLS,44,T3,7.92,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
6/26/2025,1156,CUPS/STRAWS,79,T3,14.22,SUPPLIER 24,Miscellaneous Expenses,BAR
6/26/2025,1156,DOYLEYS,16,T3,2.88,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
6/26/2025,1156,PAPER SHOPPERS,24.26,T3,4.37,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
7/2/2025,1157,BAMBOO PICK,29.9,T3,5.38,SUPPLIER 24,Miscellaneous Expenses,KITCHEN
7/2/2025,1157,HAND POWER,41.5,T3,7.47,SUPPLIER 24,Miscellaneous Expenses,KITCHEN
7/7/2025,1158,FACIAL TISSUES,112.5,T3,20.25,SUPPLIER 24,Miscellaneous Expenses,HOUSEKEEPING
7/7/2025,1158,GLOVES,76,T3,13.68,SUPPLIER 24,Miscellaneous Expenses,HOUSEKEEPING
7/7/2025,1158,TOWELS,37.3,T3,6.71,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
6/7/2025,1159,FOOD,1049.03,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
6/11/2025,1160,FOOD,1066.21,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
6/21/2025,1161,FOOD,361.34,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
6/25/2025,1162,FOOD,175.75,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
6/28/2025,1163,FOOD,500.57,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
7/2/2025,1164,FOOD,335.67,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
7/5/2025,1165,FOOD,217.62,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
6/14/2025,1166,FOOD,228.48,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
6/18/2025,1167,FOOD,126,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
6/25/2025,1168,FOOD,87.58,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
6/27/2025,1169,FOOD,337.88,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
6/27/2025,1169,COFFEE/LOTUS,79.68,T0,0,SUPPLIER 46,Materials Purchased,HOUSEKEEPING
6/28/2025,1170,FOOD,34.19,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
7/2/2025,1171,FOOD,265.67,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
7/2/2025,1172,FOOD,26.4,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
7/4/2025,1173,FOOD,183.82,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
6/27/2025,1174,TPAPER,499.5,T3,89.91,SUPPLIER 75,Miscellaneous Expenses,HOUSEKEEPING
6/25/2025,1175,TOWELS,64,T3,11.52,SUPPLIER 65,Miscellaneous Expenses,RESTAURANT
7/7/2025,1176,TPAPER,35,T3,6.3,SUPPLIER 65,Miscellaneous Expenses,HOUSEKEEPING
6/17/2025,1177,FOOD,71.48,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
6/19/2025,1178,FOOD,231.76,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
6/10/2025,1179,FOOD,174.09,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
6/28/2025,1180,FOOD,168.31,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
6/28/2025,1181,FOOD,79.38,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
7/3/2025,1182,FOOD,280.75,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
7/4/2025,1183,FOOD,171.78,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
6/4/2025,1184,FOOD,113.25,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
6/5/2025,1185,FOOD,50.4,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
6/6/2025,1186,FOOD,600,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
6/7/2025,1187,FOOD,1021.5,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
6/7/2025,1188,FOOD,457.45,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
6/7/2025,1189,FOOD,101.25,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
6/11/2025,1190,FOOD,97.5,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
6/11/2025,1191,FOOD,561.24,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
6/11/2025,1192,FOOD,101.25,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
6/11/2025,1193,FOOD,214.5,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
6/18/2025,1194,FOOD,113.25,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
6/19/2025,1195,FOOD,244.2,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
6/19/2025,1196,FOOD,170.84,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
6/26/2025,1197,FOOD,23.5,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
6/26/2025,1198,FOOD,48.63,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
7/2/2025,1199,FOOD,150,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
7/2/2025,1200,FOOD,101.25,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
7/2/2025,1201,FOOD,600,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
7/2/2025,1202,FOOD,63.52,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
7/9/2025,1203,FOOD,113.25,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
6/11/2025,1204,FOOD,184.5,T0,0,SUPPLIER 66,Materials Purchased,KITCHEN
6/17/2025,1205,FOOD,92.25,T0,0,SUPPLIER 66,Materials Purchased,KITCHEN
7/1/2025,1206,FOOD,480.76,T0,0,SUPPLIER 66,Materials Purchased,KITCHEN
7/8/2025,1207,FOOD,171.22,T0,0,SUPPLIER 66,Materials Purchased,KITCHEN
7/8/2025,1208,FOOD,132.3,T0,0,SUPPLIER 66,Materials Purchased,KITCHEN
6/3/2025,1209,FOOD,197,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
6/10/2025,1210,FOOD,227.5,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
6/17/2025,1211,FOOD,258,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
6/24/2025,1212,FOOD,227.5,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
7/1/2025,1213,FOOD,258,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
7/1/2025,1214,FOOD,48.27,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
7/8/2025,1215,FOOD,159.5,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
6/3/2025,1216,FOOD,350,T0,0,SUPPLIER 59,Materials Purchased,KITCHEN
6/10/2025,1217,FOOD,560.99,T0,0,SUPPLIER 59,Materials Purchased,KITCHEN
6/19/2025,1218,FOOD,509.54,T0,0,SUPPLIER 59,Materials Purchased,KITCHEN
6/26/2025,1219,FOOD,475.7,T0,0,SUPPLIER 59,Materials Purchased,KITCHEN
7/3/2025,1220,FOOD,395.9,T0,0,SUPPLIER 59,Materials Purchased,KITCHEN
6/4/2025,1221,SEAFOOD,60.8,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/4/2025,1222,SEAFOOD,130.51,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/5/2025,1223,SEAFOOD,79.85,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/5/2025,1224,SEAFOOD,611.55,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/6/2025,1225,SEAFOOD,98.77,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/7/2025,1226,SEAFOOD,117.55,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/9/2025,1227,SEAFOOD,60.38,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/10/2025,1228,SEAFOOD,61.75,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/10/2025,1229,SEAFOOD,27.55,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/11/2025,1230,SEAFOOD,125.44,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/11/2025,1231,SEAFOOD,27.37,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/12/2025,1232,SEAFOOD,251.6,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/13/2025,1233,SEAFOOD,56.88,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/14/2025,1234,SEAFOOD,155.38,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/16/2025,1235,SEAFOOD,252.14,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/20/2025,1236,SEAFOOD,451.56,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/21/2025,1237,SEAFOOD,36.26,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/23/2025,1238,SEAFOOD,57.75,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/24/2025,1239,SEAFOOD,107.52,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/26/2025,1240,SEAFOOD,160.3,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/27/2025,1241,SEAFOOD,433.23,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/28/2025,1242,SEAFOOD,38,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
7/2/2025,1243,SEAFOOD,60.38,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
7/3/2025,1244,SEAFOOD,306.01,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
7/3/2025,1245,SEAFOOD,741.41,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
7/5/2025,1246,SEAFOOD,249.83,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/4/2025,1247,FOOD,445.5,T0,0,SUPPLIER 48,Materials Purchased,KITCHEN
6/11/2025,1248,FOOD,284.5,T0,0,SUPPLIER 48,Materials Purchased,KITCHEN
6/18/2025,1249,FOOD,285.26,T0,0,SUPPLIER 48,Materials Purchased,KITCHEN
6/25/2025,1250,FOOD,648.33,T0,0,SUPPLIER 48,Materials Purchased,KITCHEN
7/2/2025,1251,FOOD,506.44,T0,0,SUPPLIER 48,Materials Purchased,KITCHEN
6/4/2025,1252,FOOD,180.8,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
6/9/2025,1253,FOOD,166.12,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
6/9/2025,1254,FOOD,216.94,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
6/18/2025,1255,FOOD,180.8,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
6/18/2025,1256,FOOD,12,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
6/18/2025,1257,FOOD,18,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
6/25/2025,1258,FOOD,180.8,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
6/25/2025,1258,JUICE,54,T2,2.7,SUPPLIER 67,Materials Purchased,BAR
6/25/2025,1259,FOOD,99,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
6/25/2025,1259,TEA/MILK,98.95,T0,0,SUPPLIER 67,Materials Purchased,HOUSEKEEPING
7/2/2025,1260,FOOD,180.8,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
7/2/2025,1261,FOOD,75.6,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
6/6/2025,1262,JUICE,219,T2,10.95,SUPPLIER 13,Materials Purchased,BAR
6/6/2025,1262,WATER,331.5,T1,59.67,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
6/6/2025,1262,BCRS,171.6,T9,0,SUPPLIER 13,BCRS,HOUSEKEEPING
6/12/2025,1263,JUICE,54.75,T2,2.74,SUPPLIER 13,Materials Purchased,BAR
6/12/2025,1263,BEVERAGE,214.5,T1,38.61,SUPPLIER 13,Materials Purchased,BAR
6/12/2025,1263,WATER,255,T1,45.9,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
6/12/2025,1263,WATER CUP,4.2,T3,0.76,SUPPLIER 13,Miscellaneous Expenses,BAR
6/12/2025,1263,BCRS,132,T9,0,SUPPLIER 13,BCRS,HOUSEKEEPING
6/19/2025,1264,WATER,140.25,T1,25.25,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
6/19/2025,1264,WATER CUP,172,T3,30.96,SUPPLIER 13,Miscellaneous Expenses,BAR
6/19/2025,1264,BCRS,72,T9,0,SUPPLIER 13,BCRS,HOUSEKEEPING
6/26/2025,1265,JUICE,299.5,T2,14.97,SUPPLIER 13,Materials Purchased,BAR
6/26/2025,1265,WATER,204,T1,36.72,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
6/26/2025,1265,BCRS,105.6,T9,0,SUPPLIER 13,BCRS,HOUSEKEEPING
7/3/2025,1266,WATER,204,T1,36.72,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
7/3/2025,1266,WATER CUP,46.2,T3,8.32,SUPPLIER 13,Miscellaneous Expenses,BAR
7/3/2025,1266,BCRS,105.6,T9,0,SUPPLIER 13,BCRS,HOUSEKEEPING
7/1/2025,1267,MOBILE SERVICES,2.64,T3,0.48,SUPPLIER 4,Telephone and Fax,ADMINISTRATION
7/1/2025,1268,MOBILE SERVICES,11.37,T3,2.05,SUPPLIER 4,Telephone and Fax,ADMINISTRATION
7/1/2025,1269,MOBILE SERVICES,11.37,T3,2.05,SUPPLIER 4,Telephone and Fax,ADMINISTRATION
7/1/2025,1270,MOBILE SERVICES,19.69,T3,3.55,SUPPLIER 4,Telephone and Fax,ADMINISTRATION
7/1/2025,1271,MOBILE SERVICES,21.03,T3,3.79,SUPPLIER 4,Telephone and Fax,ADMINISTRATION
7/1/2025,1272,CUSTOMS PERSONNEL,68.52,T9,0,SUPPLIER 82,Repairs and Renewals,MAINTENANCE
7/9/2025,1273,BRICKS,103.84,T6,18.69,SUPPLIER 37,Buildings,CAPITAL
7/9/2025,1274,BRICKS,103.84,T6,18.69,SUPPLIER 37,Buildings,CAPITAL
7/10/2025,1275,JUICE,328.5,T2,16.42,SUPPLIER 13,Materials Purchased,BAR
7/10/2025,1275,WATER,150,T1,27,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
7/10/2025,1275,BCRS,66,T9,0,SUPPLIER 13,BCRS,HOUSEKEEPING
7/14/2025,1276,NEWSPAPERS,17.18,T2,0.86,SUPPLIER 11,Materials Purchased,ACCOMMODATION
6/30/2025,1277,PEST CONTROL,205,T3,36.9,SUPPLIER 94,Cleaning,HOUSEKEEPING
7/21/2025,1278,CINTURINI,79.66,T6,14.34,SUPPLIER 7,Buildings,CAPITAL
7/10/2025,1279,BRICKS,155.52,T6,27.99,SUPPLIER 37,Buildings,CAPITAL
7/14/2025,1280,BRICKS,51.84,T6,9.33,SUPPLIER 37,Buildings,CAPITAL
7/15/2025,1281,BRICKS,103.68,T6,18.66,SUPPLIER 37,Buildings,CAPITAL
7/16/2025,1282,BRICKS,51.84,T6,9.33,SUPPLIER 37,Buildings,CAPITAL
7/21/2025,1283,BRICKS,51.84,T6,9.33,SUPPLIER 37,Buildings,CAPITAL
7/8/2025,1284,BEVERAGE,51.78,T1,9.32,SUPPLIER 64,Materials Purchased,BAR
7/12/2025,1285,BEVERAGE,359.15,T1,64.65,SUPPLIER 12,Materials Purchased,BAR
7/12/2025,1285,BCRS,4.8,T9,0,SUPPLIER 12,BCRS,BAR
7/17/2025,1286,BEVERAGE,51.06,T1,9.19,SUPPLIER 28,Materials Purchased,BAR
6/20/2025,1287,BEVERAGE,354.2,T1,63.76,SUPPLIER 15,Materials Purchased,BAR
6/20/2025,1287,DEPOSIT,127.6,T9,0,SUPPLIER 15,Deposits,BAR
6/20/2025,1288,BEVERAGE,163.4,T1,29.41,SUPPLIER 15,Materials Purchased,BAR
6/27/2025,1289,BEVERAGE,225.56,T1,40.6,SUPPLIER 15,Materials Purchased,BAR
6/27/2025,1289,BEVERAGE,35.64,T2,1.78,SUPPLIER 15,Materials Purchased,BAR
6/27/2025,1289,DEPOSIT,98.4,T9,0,SUPPLIER 15,Deposits,BAR
7/11/2025,1290,BEVERAGE,302.29,T1,54.41,SUPPLIER 15,Materials Purchased,BAR
7/11/2025,1290,DEPOSIT,217,T9,0,SUPPLIER 15,Deposits,BAR
7/11/2025,1290,BCRS,2.4,T9,0,SUPPLIER 15,BCRS,BAR
7/18/2025,1291,BEVERAGE,429.3,T1,77.27,SUPPLIER 15,Materials Purchased,BAR
7/18/2025,1291,DEPOSIT,248,T9,0,SUPPLIER 15,Deposits,BAR
7/18/2025,1292,BEVERAGE,482.2,T1,86.8,SUPPLIER 15,Materials Purchased,BAR
7/18/2025,1292,BEVERAGE,71.27,T2,3.56,SUPPLIER 15,Materials Purchased,BAR
7/18/2025,1292,DEPOSIT,205.6,T9,0,SUPPLIER 15,Deposits,BAR
7/18/2025,1292,BCRS,4.8,T9,0,SUPPLIER 15,BCRS,BAR
7/9/2025,1293,BEVERAGE,196.67,T1,35.4,SUPPLIER 30,Materials Purchased,BAR
7/9/2025,1293,DEPOSIT,28.6,T9,0,SUPPLIER 30,Deposits,BAR
7/2/2025,1294,BEVERAGE,1262.78,T1,227.29,SUPPLIER 16,Materials Purchased,BAR
7/2/2025,1294,DEPOSIT,285,T9,0,SUPPLIER 16,Deposits,BAR
7/2/2025,1294,BCRS,31.8,T9,0,SUPPLIER 16,BCRS,BAR
7/2/2025,1295,BEVERAGE,13.14,T1,2.37,SUPPLIER 16,Materials Purchased,BAR
7/2/2025,1295,DEPOSIT,25,T9,0,SUPPLIER 16,Deposits,BAR
7/9/2025,1296,BEVERAGE,504.29,T1,90.77,SUPPLIER 16,Materials Purchased,BAR
7/9/2025,1296,DEPOSIT,140,T9,0,SUPPLIER 16,Deposits,BAR
7/9/2025,1296,BCRS,4.8,T9,0,SUPPLIER 16,BCRS,BAR
7/16/2025,1297,BEVERAGE,1317.79,T1,237.19,SUPPLIER 16,Materials Purchased,BAR
7/16/2025,1297,DEPOSIT,365,T9,0,SUPPLIER 16,Deposits,BAR
7/16/2025,1297,BCRS,9.6,T9,0,SUPPLIER 16,BCRS,BAR
7/18/2025,1298,BEVERAGE,90.58,T1,16.3,SUPPLIER 31,Materials Purchased,BAR
7/18/2025,1298,BCRS,12,T9,0,SUPPLIER 31,BCRS,BAR
7/21/2025,1299,PLASTIC CUPS,156,T3,28.08,SUPPLIER 70,Miscellaneous Expenses,BAR
7/21/2025,1300,NEWSPAPERS,17.18,T2,0.86,SUPPLIER 11,Materials Purchased,ACCOMMODATION
7/9/2025,1301,CONCRETE,5221.73,T6,939.91,SUPPLIER 39,Buildings,CAPITAL
7/22/2025,1302,DIESEL,66.1,T3,11.9,SUPPLIER 96,Vehicle Fuel,ACCOMMODATION
7/22/2025,1303,GOGGLE,3.38,T3,0.61,SUPPLIER 106,Repairs and Renewals,MAINTENANCE
7/22/2025,1304,TUBE,44.07,T3,7.93,SUPPLIER 106,Repairs and Renewals,MAINTENANCE
7/22/2025,1305,SSR I71,134,T9,0,SUPPLIER 107,Vehicle Insurance,MAINTENANCE
7/22/2025,1305,SSR I71,213,T9,0,SUPPLIER 107,Vehicle Licences,MAINTENANCE
7/1/2025,1306,BUSINESS FLEXI,54,T3,9.71,SUPPLIER 5,Telephone and Fax,ADMINISTRATION
7/1/2025,1306,BUSINESS FLEXI,54,T3,9.71,SUPPLIER 5,Telephone and Fax,ADMINISTRATION
7/1/2025,1306,DATA,1.69,T3,0.31,SUPPLIER 5,Telephone and Fax,ADMINISTRATION
7/1/2025,1306,TELEPHONY,152,T3,27.36,SUPPLIER 5,Telephone and Fax,ADMINISTRATION
7/1/2025,1306,USAGE,1.1,T3,0.2,SUPPLIER 5,Telephone and Fax,ADMINISTRATION
7/1/2025,1306,PAPER BILL,1.27,T3,0.23,SUPPLIER 5,Telephone and Fax,ADMINISTRATION
7/1/2025,1306,EXCISE TAX,0.07,T3,0.01,SUPPLIER 5,Telephone and Fax,ADMINISTRATION
7/23/2025,1307,PAINT/GLUE/TAPE,91.33,T3,16.44,SUPPLIER 106,Repairs and Renewals,MAINTENANCE
5/1/2025,1308,LAUNDRY,147.07,T3,26.47,SUPPLIER 36,Laundry,HOUSEKEEPING
5/1/2025,1309,LAUNDRY,120.02,T3,21.6,SUPPLIER 36,Laundry,HOUSEKEEPING
5/2/2025,1310,LAUNDRY,214.25,T3,38.57,SUPPLIER 36,Laundry,HOUSEKEEPING
